tenantInstitutionId,tenantInstitutionName,sector,industry_group,industry,sub_industry
4213773,Government of Singapore,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Diversified Support Services
4412676,PHC Corp.,Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Equipment
4069753,Mount Laurel Mortgage LLC,,,,
109298,Morgan Stanley DW Inc.,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
110316,Marathon Asset Management Co Inc,,,,
4004303,Teleflex Inc.,Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Equipment
4212475,Massage Envy Franchising LLC,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
4889065,Maxx Fitness,,,,
4867420,PharmaCann LLC,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals
4004419,American Greetings Corp.,Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Housewares and Specialties
4241641,Panasonic Corp.,Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Consumer Electronics
4906645,The Yard,Real Estate,Real Estate,Real Estate Management and Development,Real Estate Operating Companies
4051469,Tektronix Inc.,Information Technology,Technology Hardware and Equipment,"Electronic Equipment, Instruments and Components",Electronic Equipment and Instruments
4045634,The Citco Group Ltd.,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
4044333,Johnson & Johnson,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals
4043931,Cozen O'Connor,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4042374,Stroock & Stroock & Lavan LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4040503,Friendly's Ice Cream LLC,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants
4025164,White & Williams,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4025481,Northwest Airlines Inc.,Industrials,Transportation,Airlines,Airlines
4022607,Baker & Hostetler LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4021233,Schnader Harrison Segal & Lewis LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4019111,Akin Gump Strauss Hauer & Feld LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4017790,Chadbourne & Parke LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4017592,Dilworth Paxson LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4009418,Cadwalader Wickersham & Taft LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4008735,Johnson Controls Inc.,,,,
4044289,CohnReznick LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4044206,Herrick Feinstein LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4041363,Oracle Corp.,Information Technology,Software and Services,Software,Systems Software
4025673,PricewaterhouseCoopers LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4024819,City University of New York,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
4022715,Rite Aid Corp.,Consumer Staples,Food and Staples Retailing,Food and Staples Retailing,Drug Retail
4021829,Norfolk Southern Corp.,Industrials,Transportation,Road and Rail,Railroads
4021543,Encompass Health Corp.,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Facilities
4021245,Schulte Roth & Zabel LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4020274,Ice Miller LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4020259,Hughes Hubbard & Reed LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4019921,Debevoise & Plimpton LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4018953,NFI Industries Inc.,Industrials,Transportation,Road and Rail,Trucking
4016597,"Utz Quality Foods, LLC",Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats
4014875,Internal Revenue Service,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Diversified Support Services
4014809,Cushman & Wakefield Inc.,Real Estate,Real Estate,Real Estate Management and Development,Real Estate Services
4013939,Perrigo Co.,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals
4009810,Warner Bros. Entertainment Inc.,Communication Services,Media and Entertainment,Entertainment,Movies and Entertainment
4011334,University of Phoenix,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
4007272,Owens & Minor Inc.,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Distributors
4007807,Avis Budget Group Inc.,Industrials,Transportation,Road and Rail,Trucking
4001706,The Stop & Shop Supermarket Co. LLC,Consumer Staples,Food and Staples Retailing,Food and Staples Retailing,Food Retail
4001605,Steelcase Inc.,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Office Services and Supplies
4000103,Ernst & Young LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
3010542,Hunton Andrews Kurth LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4054137,University of Rochester,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
4051574,United Parcel Service Inc.,Industrials,Transportation,Air Freight and Logistics,Air Freight and Logistics
4051027,Young & Rubicam Inc.,Communication Services,Media and Entertainment,Media,Advertising
4046676,Marcum LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4044804,Hill-Rom Holdings Inc.,Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Equipment
13743,Reliance Insurance Co.,Financials,Insurance,Insurance,Property and Casualty Insurance
11436,ADP Insurance Co. Ltd.,,,,
108368,Countrywide Home Loans Inc.,Financials,Banks,Thrifts and Mortgage Finance,Thrifts and Mortgage Finance
106765,Thompson Hine LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
106699,Skadden Arps Slate Meagher & Flom LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
105797,Alston & Bird LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4067254,"Burlington Coat Factory of New Jersey, LLC",Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
1013566,City Bank,Financials,Banks,Banks,Regional Banks
100314,Harleysville National Corp.,Financials,Banks,Banks,Regional Banks
4631409,XPO Logistics Inc.,Industrials,Transportation,Air Freight and Logistics,Air Freight and Logistics
4588218,Generation Brands LLC,Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Household Appliances
4580178,Net Data Centers,Information Technology,Software and Services,IT Services,Internet Services and Infrastructure
4579478,"Fry Communications, Inc.",Communication Services,Media and Entertainment,Media,Advertising
4064859,HQ Global Workplace,,,,
4064409,Movado Group Inc.,Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods","Apparel, Accessories and Luxury Goods"
4064223,Aventis Pharmaceuticals Inc.,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals
4046897,Big Lots Inc.,Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores
4193280,Dick's Sporting Goods Inc.,Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores
4226373,Preferred Unlimited Inc,Real Estate,Real Estate,Real Estate Management and Development,Real Estate Operating Companies
4058530,Asbury Park Press Inc.,Communication Services,Media and Entertainment,Media,Publishing
4263388,PBF Holding Co,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Refining and Marketing
4115817,Stone Harbor Advisors LLC,,,,
4057225,Teleport Communications Group Inc.,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services
4111138,Lovell Inc.,,,,
4058050,"Redner's Markets, Inc.",Consumer Staples,Food and Staples Retailing,Food and Staples Retailing,Hypermarkets and Super Centers
4057907,Giant Food LLC,Consumer Staples,Food and Staples Retailing,Food and Staples Retailing,Food Retail
4057762,Sam's West Inc.,Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores
4057203,Nextel Communications Inc.,Communication Services,Telecommunication Services,Wireless Telecommunication Services,Wireless Telecommunication Services
4055481,"NeighborCare, Inc.",Consumer Staples,Food and Staples Retailing,Food and Staples Retailing,Drug Retail
4048156,Symantec Corp.,Information Technology,Software and Services,Software,Systems Software
4021580,Saint Joseph Hospital & HealthCare Center,,,,
4021371,Shook Hardy & Bacon LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4020303,Jenner & Block LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4015196,Sheetz Inc.,Consumer Staples,Food and Staples Retailing,Food and Staples Retailing,Food Retail
4011970,Dechert LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4004318,Lowe's Cos. Inc.,Consumer Discretionary,Retailing,Specialty Retail,Home Improvement Retail
4004236,NIKE Inc.,Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods",Footwear
4001601,Whirlpool Corp.,Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Household Appliances
4000522,Lexmark International Inc.,Information Technology,Technology Hardware and Equipment,"Technology Hardware, Storage and Peripherals","Technology Hardware, Storage and Peripherals"
103857,First Franklin Financial Corp.,Financials,Banks,Thrifts and Mortgage Finance,Thrifts and Mortgage Finance
4636748,Diligent Corp.,Information Technology,Software and Services,Software,Application Software
4022647,AmerisourceBergen Corp.,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Distributors
1012475,Summit Bank,Financials,Banks,Banks,Regional Banks
4055686,The Wendy's Co.,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants
4000338,Experian plc,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
3009735,Holland & Knight LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
3001100,Brown Rudnick LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
14916,Consolidated National Life Insurance Co.,,,,
106561,Pitney Hardin LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
106543,Pepper Hamilton LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
106568,Porter Wright Morris & Arthur LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
106402,Manatt Phelps & Phillips LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
105827,Ballard Spahr LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
105791,Akerman LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
102867,Block Financial LLC,Financials,Diversified Financials,Diversified Financial Services,Specialized Finance
1030016,U.S. Trust Co. of New Jersey,Financials,Banks,Banks,Regional Banks
4017913,Ethan Allen Retail Inc.,Consumer Discretionary,Retailing,Specialty Retail,Home Improvement Retail
4058080,"ShopRite Supermarkets, Inc.",Consumer Staples,Food and Staples Retailing,Food and Staples Retailing,Food Retail
102197,Washington Mutual Bank,Financials,Banks,Banks,Diversified Banks
4004339,"Giant Eagle, Inc.",Consumer Staples,Food and Staples Retailing,Food and Staples Retailing,Food Retail
4004271,Lockheed Martin Corp.,Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense
4001615,H&R Block Inc.,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
4000762,BP p.l.c.,Energy,Energy,"Oil, Gas and Consumable Fuels",Integrated Oil and Gas
3000338,R.J. Reynolds Tobacco Holdings Inc.,Consumer Staples,"Food, Beverage and Tobacco",Tobacco,Tobacco
114011,Federal Deposit Insurance Corp.,Financials,Insurance,Insurance,Insurance Brokers
108379,Dewey Ballantine LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
